OBJECTID,crossing,Outlet_Water_Depth,Culvert_Shape,Circular?,bankfull_width,county,crossing_type,culvert_count,culvert_material,DRNAREA_SQ_Miles,headwater,Height_rise_P1,Pipe_length_P1,road_path_,scour_pool,scour_pool_depth,scour_pool_length,scour_pool_width,total_span,Width_Span_P1,Constriction_Ratio,x,y,Corrugated Metal?,Culvert_material_Thalweg,Concrete?,Pipe_length_Thalweg,Width_Span_Thalweg,Height_rise_Thalweg,Culvert_Slope,inlet_invert_Thalweg,outlet_invert_Thalweg
532,11-0635,N/A,N/A,N/A,3,,Culvert,,,0.24,N/A,,20,,No,,,N/A,,,NA,-94.608132,46.428624,N/A,N/A,N/A,20,,,N/A,N/A,N/A
595,11-0636,N/A,N/A,N/A,10.5,,Culvert,,,10.5,N/A,,20,,Yes,,,13.99,,,NA,-94.612576,46.448182,N/A,N/A,N/A,20,,,N/A,N/A,N/A
596,11-0637,N/A,N/A,N/A,5,,Culvert,,,0.44,N/A,,45,,Yes,,,N/A,,,NA,-94.60454,46.470901,N/A,N/A,N/A,45,,,N/A,N/A,N/A
597,11-0638,N/A,N/A,N/A,9,,Culvert,,,3.51,N/A,,47,,Yes,,,15.25,,,NA,-94.58999,46.470952,N/A,N/A,N/A,47,,,N/A,N/A,N/A
533,11-0640,N/A,N/A,N/A,5,,Culvert,,,0.92,N/A,,40,,No,,,N/A,,,NA,-94.582044,46.468347,N/A,N/A,N/A,40,,,N/A,N/A,N/A
598,11-0644,N/A,N/A,N/A,9,,Culvert,,,3.9,N/A,,,,Yes,,,14.39,,,NA,-94.635209,46.378336,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
599,11-0645,N/A,N/A,N/A,9,,Culvert,,,3.8,N/A,,,,Yes,,,N/A,,,NA,-94.637181,46.378606,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
600,11-0646,N/A,N/A,N/A,9,,Culvert,,,3.7,N/A,,,,Yes,,,N/A,,,NA,-94.638711,46.378829,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
601,11-0647,N/A,N/A,N/A,9,,Culvert,,,3.6,N/A,,,,Yes,,,8.11,,,NA,-94.640573,46.380501,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
534,11-0648,N/A,N/A,N/A,8,,Culvert,,,1.06,N/A,,,,No,,,N/A,,,NA,-94.654858,46.392462,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
602,11-0650,N/A,N/A,N/A,12.5,,Culvert,,,14.97,N/A,,35,,Yes,,,8.97,6,,NA,-94.712108,46.356046,N/A,N/A,N/A,35,,,N/A,N/A,N/A
603,11-0651,N/A,N/A,N/A,10.8,,Culvert,,,14.71,N/A,,20,,Yes,,,14.57,,,NA,-94.713743,46.360384,N/A,N/A,N/A,20,,,N/A,N/A,N/A
535,11-0653,N/A,N/A,N/A,3.9,,Culvert,,,1.26,N/A,,25,,No,,,N/A,,,NA,-94.727209,46.43579,N/A,N/A,N/A,25,,,N/A,N/A,N/A
604,11-0655,N/A,N/A,N/A,7.3,,Culvert,,,0.39,N/A,,25,,Yes,,,8.45,,,NA,-94.71471,46.443237,N/A,N/A,N/A,25,,,N/A,N/A,N/A
605,11-0656,N/A,N/A,N/A,7.9,,Culvert,,,7.78,N/A,,30,,Yes,,,19.6,3.5,,NA,-94.683898,46.50727,N/A,N/A,N/A,30,,,N/A,N/A,N/A
606,11-0657,N/A,N/A,N/A,8.5,,Culvert,,,5.65,N/A,,20,,Yes,,,11.06,,,NA,-94.667664,46.50219,N/A,N/A,N/A,20,,,N/A,N/A,N/A
607,11-0658,N/A,N/A,N/A,5,,Culvert,,,0.21,N/A,,30,,Yes,,,14.71,,,NA,-94.63843,46.538692,N/A,N/A,N/A,30,,,N/A,N/A,N/A
608,11-0659,N/A,N/A,N/A,9.1,,Culvert,,,8.7,N/A,,25,,Yes,,,12.74,15,,NA,-94.721998,46.515043,N/A,N/A,N/A,25,,,N/A,N/A,N/A
609,11-0660,N/A,N/A,N/A,9.1,,Culvert,,,7.3,N/A,,30,,Yes,,,N/A,6,,NA,-94.716701,46.520699,N/A,N/A,N/A,30,,,N/A,N/A,N/A
610,11-0663,N/A,N/A,N/A,8,,Culvert,,,5.98,N/A,,25,,Yes,,,22.96,6,,NA,-94.727557,46.544571,N/A,N/A,N/A,25,,,N/A,N/A,N/A
611,11-0664,N/A,N/A,N/A,6.5,,Culvert,,,5.65,N/A,,20,,Yes,,,8.36,4,,NA,-94.717592,46.552544,N/A,N/A,N/A,20,,,N/A,N/A,N/A
612,11-0665,N/A,N/A,N/A,5.9,,Culvert,,,5.53,N/A,,18,,Yes,,,N/A,,,NA,-94.713713,46.553439,N/A,N/A,N/A,18,,,N/A,N/A,N/A
613,11-0666,N/A,N/A,N/A,5.9,,Culvert,,,5.51,N/A,,,,Yes,,,22.53,,,NA,-94.712627,46.554359,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
536,11-0667,N/A,N/A,N/A,5.8,,Culvert,,,5.32,N/A,,30,,No,,,N/A,,,NA,-94.703982,46.557604,N/A,N/A,N/A,30,,,N/A,N/A,N/A
614,11-0668,N/A,N/A,N/A,5.9,,Culvert,,,4.39,N/A,,30,,Yes,,,15.57,4,,NA,-94.676992,46.564886,N/A,N/A,N/A,30,,,N/A,N/A,N/A
615,11-0669,N/A,N/A,N/A,5,,Culvert,,,2.95,N/A,,20,,Yes,,,10.08,,,NA,-94.672733,46.56626,N/A,N/A,N/A,20,,,N/A,N/A,N/A
616,11-0670,N/A,N/A,N/A,5,,Culvert,,,2.87,N/A,,25,,Yes,,,24.29,,,NA,-94.667493,46.567598,N/A,N/A,N/A,25,,,N/A,N/A,N/A
617,11-0671,N/A,N/A,N/A,3,,Culvert,,,2.6,N/A,,20,,Yes,,,5.68,,,NA,-94.657734,46.572502,N/A,N/A,N/A,20,,,N/A,N/A,N/A
537,11-0673,N/A,N/A,N/A,5.5,,Culvert,,,3.66,N/A,,25,,No,,,N/A,,,NA,-94.744759,46.572208,N/A,N/A,N/A,25,,,N/A,N/A,N/A
538,11-0674,N/A,N/A,N/A,6,,Culvert,,,1,N/A,,20,,No,,,N/A,,,NA,-94.717792,46.595092,N/A,N/A,N/A,20,,,N/A,N/A,N/A
539,11-0675,N/A,N/A,N/A,6,,Culvert,,,0.99,N/A,,20,,No,,,N/A,,,NA,-94.717724,46.595463,N/A,N/A,N/A,20,,,N/A,N/A,N/A
618,11-0676,N/A,N/A,N/A,7.3,,Culvert,,,6.52,N/A,,20,,Yes,,,31.84,,,NA,-94.70406,46.605704,N/A,N/A,N/A,20,,,N/A,N/A,N/A
619,11-0677,N/A,N/A,N/A,4.5,,Culvert,,,0.68,N/A,,35,,Yes,,,N/A,,,NA,-94.705582,46.60712,N/A,N/A,N/A,35,,,N/A,N/A,N/A
540,11-0678,N/A,N/A,N/A,4.8,,Culvert,,,4.55,N/A,,40,,No,,,N/A,8,,NA,-94.697136,46.627738,N/A,N/A,N/A,40,,,N/A,N/A,N/A
620,11-0679,N/A,N/A,N/A,6.6,,Culvert,,,3.4,N/A,,25,,Yes,,,14.6,5,,NA,-94.707686,46.630027,N/A,N/A,N/A,25,,,N/A,N/A,N/A
621,11-0680,N/A,N/A,N/A,7.8,,Culvert,,,3.82,N/A,,15,,Yes,,,22.48,5,,NA,-94.722121,46.620837,N/A,N/A,N/A,15,,,N/A,N/A,N/A
622,11-0681,N/A,N/A,N/A,7.4,,Culvert,,,12.95,N/A,,70,,Yes,,,14.3,6,,NA,-94.711513,46.646305,N/A,N/A,N/A,70,,,N/A,N/A,N/A
541,11-0683,N/A,N/A,N/A,7.4,,Culvert,,,14.64,N/A,,20,,No,,,N/A,,,NA,-94.728918,46.61569,N/A,N/A,N/A,20,,,N/A,N/A,N/A
542,11-0684,N/A,N/A,N/A,7.4,,Culvert,,,14.97,N/A,,25,,No,,,N/A,,,NA,-94.737961,46.615685,N/A,N/A,N/A,25,,,N/A,N/A,N/A
623,11-0685,N/A,N/A,N/A,6.5,,Culvert,,,2.88,N/A,,25,,Yes,,,18.41,,,NA,-94.780285,46.623034,N/A,N/A,N/A,25,,,N/A,N/A,N/A
624,11-0687,N/A,N/A,N/A,11.6,,Culvert,,,3.06,N/A,,30,,Yes,,,N/A,4,,NA,-94.779051,46.641103,N/A,N/A,N/A,30,,,N/A,N/A,N/A
625,11-0688,N/A,N/A,N/A,8.11,,Culvert,,,2.97,N/A,,20,,Yes,,,15.11,,,NA,-94.774619,46.642043,N/A,N/A,N/A,20,,,N/A,N/A,N/A
626,11-0689,N/A,N/A,N/A,7.3,,Culvert,,,1.04,N/A,,25,,Yes,,,19.83,,,NA,-94.715916,46.684276,N/A,N/A,N/A,25,,,N/A,N/A,N/A
543,11-0691,N/A,N/A,N/A,6.8,,Culvert,,,2.99,N/A,,20,,No,,,N/A,5,,NA,-94.368972,46.323465,N/A,N/A,N/A,20,,,N/A,N/A,N/A
627,11-0692,N/A,N/A,N/A,5.6,,Culvert,,,3.87,N/A,,25,,Yes,,,N/A,,,NA,-94.35467,46.606894,N/A,N/A,N/A,25,,,N/A,N/A,N/A
628,11-0693,N/A,N/A,N/A,5.9,,Culvert,,,1.92,N/A,,20,,Yes,,,N/A,,,NA,-94.405857,46.621164,N/A,N/A,N/A,20,,,N/A,N/A,N/A
629,11-0694,N/A,N/A,N/A,5.9,,Culvert,,,1.89,N/A,,15,,Yes,,,N/A,,,NA,-94.406944,46.623706,N/A,N/A,N/A,15,,,N/A,N/A,N/A
544,11-0695,N/A,N/A,N/A,3,,Culvert,,,1.09,N/A,,15,,No,,,N/A,,,NA,-94.399096,46.625669,N/A,N/A,N/A,15,,,N/A,N/A,N/A
630,11-0696,N/A,N/A,N/A,4,,Culvert,,,0.69,N/A,,50,,Yes,,,N/A,,,NA,-94.382011,46.625453,N/A,N/A,N/A,50,,,N/A,N/A,N/A
631,11-0697,N/A,N/A,N/A,5,,Culvert,,,0.58,N/A,,50,,Yes,,,N/A,,,NA,-94.38119,46.628412,N/A,N/A,N/A,50,,,N/A,N/A,N/A
632,11-0698,N/A,N/A,N/A,4.5,,Culvert,,,0.41,N/A,,30,,Yes,,,N/A,4,,NA,-94.401903,46.633702,N/A,N/A,N/A,30,,,N/A,N/A,N/A
633,11-0699,N/A,N/A,N/A,,,Culvert,,,3.65,N/A,,25,,Yes,,,20.16,,,NA,-94.423202,46.650987,N/A,N/A,N/A,25,,,N/A,N/A,N/A
634,11-0701,N/A,N/A,N/A,10,,Culvert,,,4.67,N/A,,30,,Yes,,,11.29,,,NA,-94.419745,46.625859,N/A,N/A,N/A,30,,,N/A,N/A,N/A
635,11-0702,N/A,N/A,N/A,10,,Culvert,,,3.24,N/A,,20,,Yes,,,N/A,,,NA,-94.424186,46.625318,N/A,N/A,N/A,20,,,N/A,N/A,N/A
636,11-0704,N/A,N/A,N/A,8,,Culvert,,,2.21,N/A,,,,Yes,,,N/A,,,NA,-94.451308,46.637476,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
637,11-0705,N/A,N/A,N/A,4.5,,Culvert,,,1.3,N/A,,20,,Yes,,,N/A,,,NA,-94.459737,46.640203,N/A,N/A,N/A,20,,,N/A,N/A,N/A
638,11-0707,N/A,N/A,N/A,13,,Culvert,,,13.81,N/A,,16,,Yes,,,13.77,6,,NA,-94.496245,46.626181,N/A,N/A,N/A,16,,,N/A,N/A,N/A
639,11-0708,N/A,N/A,N/A,13,,Culvert,,,13.8,N/A,,16,,Yes,,,33.2,6,,NA,-94.496713,46.626068,N/A,N/A,N/A,16,,,N/A,N/A,N/A
640,11-0709,N/A,N/A,N/A,13,,Culvert,,,13.25,N/A,,20,,Yes,,,N/A,,,NA,-94.503501,46.6275,N/A,N/A,N/A,20,,,N/A,N/A,N/A
641,11-0710,N/A,N/A,N/A,4,,Culvert,,,2.05,N/A,,36,,Yes,,,6.61,,,NA,-94.508264,46.631303,N/A,N/A,N/A,36,,,N/A,N/A,N/A
642,11-0711,N/A,N/A,N/A,11.6,,Culvert,,,10.02,N/A,,25,,Yes,,,8.38,,,NA,-94.51217,46.622423,N/A,N/A,N/A,25,,,N/A,N/A,N/A
643,11-0712,N/A,N/A,N/A,9.2,,Culvert,,,7.81,N/A,,20,,Yes,,,N/A,,,NA,-94.536957,46.611448,N/A,N/A,N/A,20,,,N/A,N/A,N/A
644,11-0716,N/A,N/A,N/A,18.1,,Culvert,,,19.85,N/A,,18,,Yes,,,43.02,,,NA,-94.458632,46.578095,N/A,N/A,N/A,18,,,N/A,N/A,N/A
645,11-0717,N/A,N/A,N/A,,,Culvert,,,14.97,N/A,,,,Yes,,,N/A,,,NA,-94.483185,46.576846,N/A,N/A,N/A,0,,,N/A,N/A,N/A
646,11-0722,N/A,N/A,N/A,10.6,,Culvert,,,5.23,N/A,,30,,Yes,,,N/A,,,NA,-94.54329,46.585717,N/A,N/A,N/A,30,,,N/A,N/A,N/A
647,11-0727,N/A,N/A,N/A,4,,Culvert,,,0.07,N/A,,15,,Yes,,,6.69,,,NA,-94.404026,46.500248,N/A,N/A,N/A,15,,,N/A,N/A,N/A
648,11-0734,N/A,N/A,N/A,5.5,,Culvert,,,1.58,N/A,,15,,Yes,,,N/A,,,NA,-94.453431,46.531795,N/A,N/A,N/A,15,,,N/A,N/A,N/A
649,11-0735,N/A,N/A,N/A,5.5,,Culvert,,,1.57,N/A,,15,,Yes,,,6.53,,,NA,-94.452952,46.533468,N/A,N/A,N/A,15,,,N/A,N/A,N/A
545,11-0736,N/A,N/A,N/A,7.1,,Culvert,,,0.9,N/A,,60,,No,,,N/A,2.5,,NA,-94.455518,46.548257,N/A,N/A,N/A,60,,,N/A,N/A,N/A
546,11-0737,N/A,N/A,N/A,6.5,,Culvert,,,1.47,N/A,,20,,No,,,N/A,,,NA,-94.470152,46.544871,N/A,N/A,N/A,20,,,N/A,N/A,N/A
650,11-0738,N/A,N/A,N/A,10,,Culvert,,,5.14,N/A,,25,,Yes,,,13.94,4,,NA,-94.479414,46.465984,N/A,N/A,N/A,25,,,N/A,N/A,N/A
651,11-0739,N/A,N/A,N/A,11,,Culvert,,,13.46,N/A,,,,Yes,,,12.21,,,NA,-94.469546,46.479607,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
652,11-0741,N/A,N/A,N/A,7.8,,Culvert,,,1.42,N/A,,,,Yes,,,N/A,,,NA,-94.518958,46.508045,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
653,11-0743,N/A,N/A,N/A,7.5,,Culvert,,,1.4,N/A,,,,Yes,,,N/A,,,NA,-94.501644,46.519992,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
654,11-0746,N/A,N/A,N/A,8.1,,Culvert,,,5.1,N/A,,30,,Yes,,,N/A,,,NA,-94.491292,46.5319,N/A,N/A,N/A,30,,,N/A,N/A,N/A
547,11-0747,N/A,N/A,N/A,6.7,,Culvert,,,2.32,N/A,,60,,No,,,N/A,4.5,,NA,-94.519469,46.549342,N/A,N/A,N/A,60,,,N/A,N/A,N/A
655,11-0748,N/A,N/A,N/A,12.4,,Culvert,,,14.41,N/A,,20,,Yes,,,18.79,,,NA,-94.434409,46.444188,N/A,N/A,N/A,20,,,N/A,N/A,N/A
656,11-0750,N/A,N/A,N/A,4,,Culvert,,,0.73,N/A,,60,,Yes,,,N/A,2.5,,NA,-94.362484,46.606103,N/A,N/A,N/A,60,,,N/A,N/A,N/A
657,11-0753,N/A,N/A,N/A,,,Culvert,,,0.79,0,,,,Yes,,,N/A,,,NA,-94.652338,46.498126,N/A,N/A,N/A,0,,,N/A,0,0
658,11-0754,N/A,N/A,N/A,,,Culvert,,,7.64,0,,,,Yes,,,16.92,7,,NA,-94.568275,46.400351,N/A,N/A,N/A,0,,,N/A,0,0
112,1201000CU001,N/A,N/A,N/A,6.8,Hubbard,Culvert,1,,7.87,N/A,,55,Hubbard County CSAH40,No,0,0,0,3,,NA,-95.0338067,47.02210562,N/A,N/A,N/A,55,,,N/A,N/A,N/A
234,1203000BR001,N/A,N/A,N/A,28,Hubbard,Culvert,1,,59.09,N/A,,25,Hubbard County T40,Yes,0,0,0,13,,NA,-95.05856297,46.87449992,N/A,N/A,N/A,25,,,N/A,N/A,N/A
262,1203100CU006,N/A,N/A,N/A,24,Becker,Culvert,0,,100.44,N/A,,15,Becker County T7,Yes,0,0,0,8,,NA,-95.18376736,46.85808354,N/A,N/A,N/A,15,,,N/A,N/A,N/A
281,1206600CU004,N/A,N/A,N/A,7,Becker,Culvert,1,,8.55,N/A,4.5,85,Becker County CSAH40,Yes,0,0,0,7,7,1,-95.23862277,46.80414234,N/A,N/A,N/A,30,4,4,N/A,N/A,N/A
103,1213400CU003,N/A,N/A,N/A,3,Crow Wing,Culvert,1,,0.17,N/A,,175,MN371,No,0,0,0,3,,NA,-94.30354379,46.4593459,N/A,N/A,N/A,175,,,N/A,N/A,N/A
659,18-0388,N/A,N/A,N/A,7.5,,Culvert,,,5.75,N/A,,8,,Yes,,,15.53,4,,NA,-94.266063,46.583751,N/A,N/A,N/A,8,,,N/A,N/A,N/A
555,18-0390,N/A,N/A,N/A,7.5,,Culvert,,,5.71,N/A,,5,,No,,,N/A,,,NA,-94.264374,46.586194,N/A,N/A,N/A,5,,,N/A,N/A,N/A
660,18-0393,N/A,N/A,N/A,6.1,,Culvert,,,7.35,N/A,,42,,Yes,,,10.47,,,NA,-94.312066,46.382669,N/A,N/A,N/A,42,,,N/A,N/A,N/A
661,18-0394,N/A,N/A,N/A,6.1,,Culvert,,,7.17,N/A,,25,,Yes,,,N/A,,,NA,-94.305814,46.379208,N/A,N/A,N/A,25,,,N/A,N/A,N/A
662,18-0395,N/A,N/A,N/A,6.1,,Culvert,,,7.13,N/A,,20,,Yes,,,13.71,,,NA,-94.303182,46.378358,N/A,N/A,N/A,20,,,N/A,N/A,N/A
556,18-0396,N/A,N/A,N/A,25,,Culvert,,,2.39,N/A,,63,,No,,,N/A,7.5,,NA,-94.284441,46.365122,N/A,N/A,N/A,63,,,N/A,N/A,N/A
557,18-0399,N/A,N/A,N/A,7,,Culvert,,,1.77,N/A,,25,,No,,,N/A,5,,NA,-94.192154,46.479622,N/A,N/A,N/A,25,,,N/A,N/A,N/A
663,18-0400,N/A,N/A,N/A,11.5,,Culvert,,,8.7,N/A,,,,Yes,,,N/A,,,NA,-94.175451,46.480592,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
664,29-0002,N/A,N/A,N/A,4,,Culvert,,,6.81,N/A,,40,,Yes,,,12.52,,,NA,-94.72325802,46.80660176,N/A,N/A,N/A,40,,,N/A,N/A,N/A
558,29-0022,N/A,N/A,N/A,56.1,,Culvert,,,244.27,N/A,,120,,No,,,N/A,22,,NA,-95.05254065,46.92213679,N/A,N/A,N/A,120,,,N/A,N/A,N/A
559,29-0035,N/A,N/A,N/A,15,,Culvert,,,6.3,N/A,,35,,No,,,N/A,10,5,0.333333333,-95.118501,47.079108,N/A,N/A,N/A,35,,,N/A,N/A,N/A
665,29-0126,N/A,N/A,N/A,6,,Culvert,,,11.89,N/A,,70,,Yes,,,N/A,4,,NA,-95.079918,46.970132,N/A,N/A,N/A,70,,,N/A,N/A,N/A
666,29-0127,N/A,N/A,N/A,7.5,,Culvert,,,12.24,N/A,,40,,Yes,,,N/A,,,NA,-95.073016,46.965613,N/A,N/A,N/A,40,,,N/A,N/A,N/A
560,29-0130,N/A,N/A,N/A,13.2,,Culvert,,,18.58,N/A,,,,No,,,N/A,,,NA,-94.777711,46.835631,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
561,29-0131,N/A,N/A,N/A,9,,Culvert,,,5.01,N/A,,,,No,,,N/A,,,NA,-94.749053,46.870567,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
562,29-0132,N/A,N/A,N/A,8,,Culvert,,,1.07,N/A,,,,No,,,N/A,,,NA,-94.918563,46.923318,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
563,29-0139,N/A,N/A,N/A,5,,Culvert,,,0.3,N/A,,,,No,,,N/A,,,NA,-95.039468,47.045865,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
667,29-0140,N/A,N/A,N/A,5.5,,Culvert,,,3.32,N/A,,80,,Yes,,,N/A,,,NA,-95.145493,47.050216,N/A,N/A,N/A,80,,,N/A,N/A,N/A
668,3-0197,N/A,N/A,N/A,12.3,,Culvert,,,11.73,N/A,,20,,Yes,,,20.05,5,,NA,-95.34112968,46.75058014,N/A,N/A,N/A,20,,,N/A,N/A,N/A
669,3-0338,N/A,N/A,N/A,13.6,,Culvert,,,10.98,N/A,,,,Yes,,,19.15,,,NA,-95.225716,46.867492,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
670,3-0339,N/A,N/A,N/A,9.6,,Culvert,,,10.48,N/A,,40,,Yes,,,4.58,8,,NA,-95.247054,46.86646,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
671,3-0340,N/A,N/A,N/A,9.6,,Culvert,,,9.57,N/A,,50,,Yes,,,12.33,8,,NA,-95.267998,46.869853,N/A,N/A,N/A,40,,,N/A,N/A,N/A
672,3-0341,N/A,N/A,N/A,8.5,,Culvert,,,3.44,N/A,,30,,Yes,,,N/A,3,,NA,-95.278865,46.876377,N/A,N/A,N/A,25,,,N/A,N/A,N/A
673,3-0345,N/A,N/A,N/A,10.5,,Culvert,,,2.45,N/A,,,,Yes,,,N/A,,,NA,-95.257777,47.068606,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
674,3-0355,N/A,N/A,N/A,13.5,,Culvert,,,24.44,N/A,,,,Yes,,,15.03,,,NA,-95.253951,46.739668,N/A,N/A,N/A,40,,,N/A,N/A,N/A
2,49-0236,N/A,N/A,N/A,7.1,Morrison,Culvert,0,,6.9,N/A,,65,Morrison County CSAH1,N/A,0,0,0,6,,NA,-94.4741444,46.31117257,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
676,49-0236B,N/A,N/A,N/A,10.8,,Culvert,,,9.02,N/A,,27,,Yes,,,N/A,,,NA,-94.463737,46.311349,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A
286,49-0238,N/A,N/A,N/A,8.6,Morrison,Culvert,0,,2.04,N/A,,45,Morrison County T18,Yes,0,0,0,3.5,,NA,-94.44985472,46.32591314,N/A,N/A,N/A,0,,,N/A,N/A,N/A
566,49-0262,N/A,N/A,N/A,7.3,,Culvert,,,1.54,N/A,,,,No,,,N/A,,,NA,-94.435632,46.325717,N/A,N/A,N/A,0,,,N/A,N/A,N/A
677,49-0264,N/A,N/A,N/A,6.8,,Culvert,,,0.2,N/A,,,,Yes,,,N/A,,,NA,-94.401503,46.313458,N/A,N/A,N/A,0,,,N/A,N/A,N/A
567,49-0265,N/A,N/A,N/A,7.2,,Culvert,,,0.2,N/A,,,,No,,,N/A,,,NA,-94.392891,46.303742,N/A,N/A,N/A,0,,,N/A,N/A,N/A
678,49-0266,N/A,N/A,N/A,7.1,,Culvert,,,0.2,N/A,,,,Yes,,,N/A,,,NA,-94.389852,46.301691,N/A,N/A,N/A,0,,,N/A,N/A,N/A
679,49-0268,N/A,N/A,N/A,9.7,,Culvert,,,0.66,N/A,,150,,Yes,,,16.24,,,NA,-94.352705,46.280063,N/A,N/A,N/A,0,,,N/A,N/A,N/A
680,49-0269,N/A,N/A,N/A,7.25,,Culvert,,,0.1,N/A,,,,Yes,,,10.63,,,NA,-94.35659,46.281857,N/A,N/A,N/A,0,,,N/A,N/A,N/A
568,49-0270,N/A,N/A,N/A,9.7,,Culvert,,,0.34,N/A,,50,,No,,,N/A,8,,NA,-94.354578,46.278301,N/A,N/A,N/A,0,,,N/A,N/A,N/A
681,49-0271,N/A,N/A,N/A,4,,Culvert,,,0.17,N/A,,40,,Yes,,,N/A,2.5,,NA,-94.366685,46.284847,N/A,N/A,N/A,10,,,N/A,N/A,N/A
682,77-0201C,N/A,N/A,N/A,10,,Culvert,,,6.6,N/A,,30,,Yes,,,28.13,,,NA,-94.987047,46.214412,N/A,N/A,N/A,15,,,N/A,N/A,N/A
688,77-0297,N/A,N/A,N/A,10.5,,Culvert,,,4.87,N/A,,20,,Yes,,,N/A,3,,NA,-95.003064,46.208657,N/A,N/A,N/A,200,,,N/A,N/A,N/A
691,80-0106,N/A,N/A,N/A,10.3,,Culvert,,,7.52,N/A,,40,,Yes,,,12.59,4,,NA,-94.82786207,46.65093264,N/A,N/A,N/A,0,,,N/A,N/A,N/A
487,80-0121B,N/A,N/A,N/A,18.9,Cass,Culvert,2,metal,46.19,10.15,6,30,,Yes,4,50,50,10,6,0.317460317,-94.786883,46.739679,N/A,N/A,N/A,36,,,N/A,N/A,N/A
572,80-0224,N/A,N/A,N/A,25.8,,Culvert,,,48.66,N/A,,70,,No,,,N/A,24,,NA,-94.915965,46.63009,N/A,N/A,N/A,40,,,N/A,N/A,N/A
696,80-0225,N/A,N/A,N/A,23,,Culvert,,,2.52,N/A,,60,,Yes,,,26.64,8,,NA,-94.90692,46.630225,N/A,N/A,N/A,38,,,N/A,N/A,N/A
697,80-0226,N/A,N/A,N/A,7.9,,Culvert,,,1.67,N/A,,20,,Yes,,,10.37,,,NA,-94.914307,46.64044,N/A,N/A,N/A,35,,,N/A,N/A,N/A
698,80-0228,N/A,N/A,N/A,8,,Culvert,,,2.7,N/A,,40,,Yes,,,10.46,10,,NA,-95.089189,46.699781,N/A,N/A,N/A,10,,,N/A,N/A,N/A
575,80-0237,N/A,N/A,N/A,13,,Culvert,,,18.98,N/A,,10,,No,,,N/A,20,,NA,-94.784707,46.582867,N/A,N/A,N/A,50,,,N/A,N/A,N/A
576,80-0248,N/A,N/A,N/A,8.9,,Culvert,,,8.39,N/A,,21,,No,,,N/A,,,NA,-94.800012,46.662997,N/A,N/A,N/A,40,,,N/A,N/A,N/A
708,80-0250,N/A,N/A,N/A,12.5,,Culvert,,,7.38,N/A,,30,,Yes,,,16.57,,,NA,-94.824712,46.652741,N/A,N/A,N/A,30,,,N/A,N/A,N/A
713,80-0267,N/A,N/A,N/A,18.75,,Culvert,,,21.7,N/A,,30,,Yes,,,25.76,,,NA,-95.048812,46.668195,N/A,N/A,N/A,15,,,N/A,N/A,N/A
718,80-0277,N/A,N/A,N/A,9.1,,Culvert,,,15.92,N/A,,25,,Yes,,,33.24,3,,NA,-94.879764,46.717162,N/A,N/A,N/A,25,,,N/A,N/A,N/A
719,80-0284,N/A,N/A,N/A,7,,Culvert,,,0.86,N/A,,,,Yes,,,9.94,,,NA,-95.113604,46.671253,N/A,N/A,N/A,30,3,3,0.2,7.58,7.64
499,11-0128C,0.4,Open Bottom Arch,N ,5.5,,Culvert,1,concrete/rock,1.33,14.43,4.3,45,,No,,,N/A,4.3,4.3,0.781818182,-94.433713,46.337065,N,Concrete,Y,45,4.3,4.3,-0.155555556,14.86,14.79
548,1213000CU002,N/A,Open Bottom Arch,N ,17.7,,Culvert,1,concrete,19.16,N/A,,50,,No,,,N/A,4,,NA,-94.29652,46.53067,N,Concrete,Y,50,,,N/A,N/A,N/A
42,1214000CU004,1.4,Open Bottom Arch,N ,9.5,Cass,Culvert,1,Corrugated Metal Pipe,2.91,10.07,8.9,70,MN64,No,0,0,0,8.8,8.9,0.936842105,-94.70241223,46.63728082,Y,Corrugated Metal,N,70,8.9,8.9,-1,12.26,11.56
120,1200300CU001,N/A,Open Bottom Arch,N ,10,Hubbard,Culvert,1,Corrugated Metal Pipe,6.9,N/A,5,25,Hubbard County NFR391,No,0,0,0,18,18,1.8,-94.81221204,46.8802878,Y,Corrugated Metal,N,25,18,5,N/A,N/A,N/A
